order_id,order_datetime,financial_year,week_number,day_name,site,customer_type,service_line,item_name,membership_tier,sales_source,acquisition_channel,staff_id,fulfilment_status,units,list_price_gbp,promotion_code,discount_gbp,refund_gbp,net_sales_gbp,direct_cost_gbp,contribution_margin_gbp,satisfaction_score
ORD003100,2023-07-16,FY2023/24,28,Sunday,Riverside,Student,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Referral,SYSTEM,Completed,1,71.79,REFER10,7.18,0.0,64.61,15.29,49.32,4.6
ORD003101,2023-07-16,FY2023/24,28,Sunday,City Centre,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Corporate Portal,Organic Search,SYSTEM,Completed,1,73.23,NONE,0.0,0.0,73.23,15.04,58.19,3.4
ORD003102,2023-07-16,FY2023/24,28,Sunday,Riverside,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Web Store,Paid Social,SYSTEM,Cancelled,1,32.41,NONE,0.0,29.17,3.24,1.91,1.33,2.0
ORD003103,2023-07-17,FY2023/24,29,Monday,Northside,Casual Visitor,Group Class,Pilates Class,Not Applicable,Mobile App,Organic Search,NS-GR-11,Completed,1,15.94,NONE,0.0,0.0,15.94,9.8,6.14,4.2
ORD003104,2023-07-17,FY2023/24,29,Monday,Riverside,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,51.3,REFER10,5.13,0.0,46.17,10.59,35.58,5.0
ORD003105,2023-07-18,FY2023/24,29,Tuesday,City Centre,Member,Membership,Flex Monthly Membership,Flex,Mobile App,Existing Customer,SYSTEM,Completed,1,46.87,NONE,0.0,0.0,46.87,8.75,38.12,3.9
ORD003106,2023-07-18,FY2023/24,29,Tuesday,Riverside,Student,Membership,Unlimited Monthly Membership,Unlimited,Reception,Walk-in,SYSTEM,Completed,1,71.55,NONE,0.0,0.0,71.55,15.54,56.01,5.0
ORD003107,2023-07-19,FY2023/24,29,Wednesday,City Centre,Returning Member,Membership,Flex Monthly Membership,Flex,Phone,Existing Customer,SYSTEM,Completed,1,46.1,NONE,0.0,0.0,46.1,7.89,38.21,5.0
ORD003108,2023-07-20,FY2023/24,29,Thursday,Riverside,Returning Member,Membership,Flex Monthly Membership,Flex,Mobile App,,SYSTEM,Completed,1,44.44,NONE,0.0,0.0,44.44,7.62,36.82,4.6
ORD003109,2023-07-21,FY2023/24,29,Friday,Northside,Family Add-on,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Organic Search,SYSTEM,Completed,1,70.58,NONE,0.0,0.0,70.58,15.26,55.32,4.5
ORD003110,2023-07-22,FY2023/24,29,Saturday,Northside,Member,Recovery,Sports Massage,Not Applicable,Web Store,Paid Social,NS-RE-01,Completed,1,62.53,NONE,0.0,0.0,62.53,36.7,25.83,3.2
ORD003111,2023-07-22,FY2023/24,29,Saturday,City Centre,Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Email,SYSTEM,Completed,1,74.41,NONE,0.0,0.0,74.41,15.46,58.95,4.9
ORD003112,2023-07-23,FY2023/24,29,Sunday,City Centre,Returning Member,Membership,Flex Monthly Membership,Flex,Reception,Referral,SYSTEM,Completed,1,46.47,NONE,0.0,0.0,46.47,8.63,37.84,4.8
ORD003113,2023-07-24,FY2023/24,30,Monday,City Centre,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,52.37,NONE,0.0,0.0,52.37,9.96,42.41,4.7
ORD003114,2023-07-24,FY2023/24,30,Monday,City Centre,Returning Member,Group Class,Strength Circuit Class,Not Applicable,Web Store,Existing Customer,CC-GR-13,Completed,1,15.57,NONE,0.0,0.0,15.57,10.07,5.5,4.3
ORD003115,2023-07-26,FY2023/24,30,Wednesday,Riverside,Student,Membership,Flex Monthly Membership,Flex,Web Store,Existing Customer,SYSTEM,Completed,1,44.27,NONE,0.0,0.0,44.27,8.36,35.91,4.3
ORD003116,2023-07-26,FY2023/24,30,Wednesday,Riverside,Casual Visitor,Retail,Protein Shake,Not Applicable,Reception,Walk-in,SYSTEM,Completed,4,5.52,NONE,0.0,0.0,22.08,11.93,10.15,5.0
ORD003117,2023-07-26,FY2023/24,30,Wednesday,Riverside,Member,Coaching,Personal Training Session,Not Applicable,Mobile App,Referral,RV-CO-05,Completed,1,51.95,REFER10,5.2,0.0,46.75,29.01,17.74,4.8
ORD003118,2023-07-27,FY2023/24,30,Thursday,City Centre,Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Referral,SYSTEM,Completed,1,73.79,NONE,0.0,0.0,73.79,15.62,58.17,4.5
ORD003119,2023-07-28,FY2023/24,30,Friday,City Centre,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,52.88,NONE,0.0,0.0,52.88,10.47,42.41,4.4
ORD003120,2023-07-29,FY2023/24,30,Saturday,Northside,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,49.12,NONE,0.0,0.0,49.12,10.1,39.02,4.9
ORD003121,2023-07-29,FY2023/24,30,Saturday,City Centre,Casual Visitor,Retail,Protein Shake,Not Applicable,Corporate Portal,Email,SYSTEM,Completed,2,5.8,NONE,0.0,0.0,11.6,6.5,5.1,3.9
ORD003122,2023-07-31,FY2023/24,31,Monday,City Centre,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,,SYSTEM,Completed,1,75.17,REFER10,7.52,0.0,67.65,15.97,51.68,5.0
ORD003123,2023-07-31,FY2023/24,31,Monday,Riverside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Existing Customer,SYSTEM,Completed,1,71.73,NONE,0.0,0.0,71.73,14.98,56.75,3.9
ORD003124,2023-07-31,FY2023/24,31,Monday,Riverside,Member,Retail,Protein Shake,Not Applicable,Mobile App,Email,SYSTEM,Completed,1,5.48,NONE,0.0,0.0,5.48,2.9,2.58,3.7
ORD003125,2023-08-01,FY2023/24,31,Tuesday,Northside,Returning Member,Membership,Annual Saver Membership,Annual Saver,Mobile App,Referral,SYSTEM,Completed,1,474.82,NONE,0.0,0.0,474.82,75.58,399.24,5.0
ORD003126,2023-08-01,FY2023/24,31,Tuesday,Northside,Member,Retail,Resistance Band,Not Applicable,Phone,Email,SYSTEM,Completed,1,12.46,NONE,0.0,0.0,12.46,5.96,6.5,4.8
ORD003127,2023-08-01,FY2023/24,31,Tuesday,City Centre,Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Existing Customer,SYSTEM,Completed,1,75.02,NONE,0.0,0.0,75.02,16.21,58.81,3.2
ORD003128,2023-08-03,FY2023/24,31,Thursday,Riverside,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,51.24,NONE,0.0,0.0,51.24,9.8,41.44,5.0
ORD003129,2023-08-03,FY2023/24,31,Thursday,Northside,Casual Visitor,Coaching,Eight Session Coaching Pack,Not Applicable,Corporate Portal,Walk-in,NS-CO-01,Cancelled,1,361.82,NONE,0.0,325.64,36.18,57.6,-21.42,3.0
ORD003130,2023-08-03,FY2023/24,31,Thursday,Online,Member,Digital,Virtual Coaching Subscription,Digital,Web Store,Referral,SYSTEM,Completed,1,20.69,NONE,0.0,0.0,20.69,2.8,17.89,3.9
ORD003131,2023-08-03,FY2023/24,31,Thursday,Northside,Corporate Employee,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Corporate Partnership,SYSTEM,Completed,1,69.72,NONE,0.0,0.0,69.72,14.27,55.45,2.9
ORD003132,2023-08-04,FY2023/24,31,Friday,Riverside,Returning Member,Membership,Annual Saver Membership,Annual Saver,Web Store,Existing Customer,SYSTEM,Completed,1,478.14,NONE,0.0,0.0,478.14,74.41,403.73,5.0
ORD003133,2023-08-04,FY2023/24,31,Friday,Riverside,Student,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Referral,SYSTEM,Completed,1,70.73,NONE,0.0,0.0,70.73,15.45,55.28,4.3
ORD003134,2023-08-04,FY2023/24,31,Friday,Northside,Corporate Employee,Membership,Annual Saver Membership,Annual Saver,Mobile App,Corporate Partnership,SYSTEM,Completed,1,474.81,NONE,0.0,0.0,474.81,78.76,396.05,5.0
ORD003135,2023-08-05,FY2023/24,31,Saturday,Riverside,Returning Member,Membership,Flex Monthly Membership,Flex,Mobile App,Existing Customer,SYSTEM,Completed,1,45.31,NONE,0.0,0.0,45.31,8.29,37.02,5.0
ORD003136,2023-08-06,FY2023/24,31,Sunday,City Centre,Student,Membership,Flex Monthly Membership,Flex,Phone,Paid Social,SYSTEM,Completed,1,45.98,NONE,0.0,0.0,45.98,8.4,37.58,
ORD003137,2023-08-08,FY2023/24,32,Tuesday,Northside,Corporate Employee,Coaching,Personal Training Session,Not Applicable,Mobile App,Corporate Partnership,NS-CO-08,Completed,1,50.88,REFER10,5.09,0.0,45.79,28.21,17.58,3.7
ORD003138,2023-08-09,FY2023/24,32,Wednesday,Riverside,Student,Membership,Flex Monthly Membership,Flex,Mobile App,Referral,SYSTEM,Completed,1,44.65,NONE,0.0,0.0,44.65,7.78,36.87,5.0
ORD003139,2023-08-10,FY2023/24,32,Thursday,City Centre,Returning Member,Membership,Student Off-Peak Membership,Student Off-Peak,Reception,Walk-in,SYSTEM,Completed,1,33.36,NONE,0.0,0.0,33.36,5.59,27.77,5.0
ORD003140,2023-08-10,FY2023/24,32,Thursday,Riverside,Corporate Employee,Membership,Flex Monthly Membership,Flex,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,44.27,NONE,0.0,0.0,44.27,8.03,36.24,3.7
ORD003141,2023-08-10,FY2023/24,32,Thursday,City Centre,Returning Member,Membership,Flex Monthly Membership,Flex,Web Store,Existing Customer,SYSTEM,Completed,1,46.72,REFER10,4.67,0.0,42.05,8.67,33.38,4.2
ORD003142,2023-08-13,FY2023/24,32,Sunday,Riverside,Member,Retail,Protein Shake,Not Applicable,Reception,Paid Social,SYSTEM,Completed,2,5.47,NONE,0.0,0.0,10.94,6.16,4.78,4.1
ORD003143,2023-08-14,FY2023/24,33,Monday,City Centre,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Organic Search,SYSTEM,Completed,1,73.79,NONE,0.0,0.0,73.79,15.13,58.66,
ORD003144,2023-08-15,FY2023/24,33,Tuesday,City Centre,Member,Membership,Student Off-Peak Membership,Student Off-Peak,Mobile App,Existing Customer,SYSTEM,Completed,1,33.83,REFER10,3.38,0.0,30.45,5.82,24.63,4.8
ORD003145,2023-08-15,FY2023/24,33,Tuesday,Riverside,Member,Recovery,Sports Massage,Not Applicable,Phone,Organic Search,RV-RE-01,Completed,1,62.67,NONE,0.0,0.0,62.67,36.94,25.73,4.2
ORD003146,2023-08-18,FY2023/24,33,Friday,City Centre,Family Add-on,Membership,Unlimited Monthly Membership,Unlimited,Corporate Portal,Paid Social,SYSTEM,Completed,1,74.01,NONE,0.0,0.0,74.01,15.08,58.93,4.6
ORD003147,2023-08-18,FY2023/24,33,Friday,Northside,Family Add-on,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Paid Social,SYSTEM,Completed,1,70.47,NONE,0.0,0.0,70.47,15.49,54.98,4.4
ORD003148,2023-08-19,FY2023/24,33,Saturday,City Centre,Member,Membership,Flex Monthly Membership,Flex,Corporate Portal,Existing Customer,SYSTEM,Completed,1,47.14,NONE,0.0,0.0,47.14,8.65,38.49,4.3
ORD003149,2023-08-20,FY2023/24,33,Sunday,City Centre,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Email,SYSTEM,Completed,1,74.72,NONE,0.0,0.0,74.72,15.1,59.62,4.5
ORD003150,2023-08-21,FY2023/24,34,Monday,City Centre,Member,Coaching,Personal Training Session,Not Applicable,Mobile App,Paid Social,CC-CO-02,Completed,1,53.1,NONE,0.0,0.0,53.1,30.43,22.67,4.7
ORD003151,2023-08-22,FY2023/24,34,Tuesday,City Centre,Casual Visitor,Membership,Annual Saver Membership,Annual Saver,Mobile App,Paid Social,SYSTEM,Completed,1,503.44,REFER10,50.34,0.0,453.1,82.25,370.85,4.2
ORD003152,2023-08-23,FY2023/24,34,Wednesday,Riverside,Member,Recovery,Sports Massage,Not Applicable,Corporate Portal,Paid Social,RV-RE-01,Refunded,1,62.38,RECOVERY10,6.24,42.11,14.03,15.77,-1.74,3.1
ORD003153,2023-08-23,FY2023/24,34,Wednesday,Online,Member,Digital,Virtual Coaching Subscription,Digital,Web Store,Organic Search,SYSTEM,Completed,1,20.93,NONE,0.0,0.0,20.93,3.05,17.88,4.6
ORD003154,2023-08-24,FY2023/24,34,Thursday,City Centre,Casual Visitor,Recovery,Sports Massage,Not Applicable,Mobile App,Referral,CC-RE-01,Completed,1,66.16,NONE,0.0,0.0,66.16,38.78,27.38,5.0
ORD003155,2023-08-25,FY2023/24,34,Friday,Northside,Member,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Referral,SYSTEM,Completed,1,70.81,NONE,0.0,0.0,70.81,15.56,55.25,3.6
ORD003156,2023-08-25,FY2023/24,34,Friday,Riverside,Member,Coaching,Eight Session Coaching Pack,Not Applicable,Web Store,Corporate Partnership,RV-CO-04,No Show,1,372.95,NONE,0.0,111.88,261.07,127.11,133.96,2.7
ORD003157,2023-08-26,FY2023/24,34,Saturday,Northside,Casual Visitor,Membership,Flex Monthly Membership,Flex,Corporate Portal,Referral,SYSTEM,Refunded,1,44.17,NONE,0.0,44.17,0.0,2.81,-2.81,3.1
ORD003158,2023-08-26,FY2023/24,34,Saturday,Northside,Returning Member,Membership,Annual Saver Membership,Annual Saver,Web Store,Referral,SYSTEM,Completed,1,479.4,NONE,0.0,0.0,479.4,79.59,399.81,4.3
ORD003159,2023-08-26,FY2023/24,34,Saturday,City Centre,Student,Coaching,Eight Session Coaching Pack,Not Applicable,Reception,Walk-in,CC-CO-05,Completed,1,387.73,NONE,0.0,0.0,387.73,176.97,210.76,5.0
ORD003160,2023-08-28,FY2023/24,35,Monday,Riverside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Corporate Portal,Existing Customer,SYSTEM,Completed,1,70.71,NONE,0.0,0.0,70.71,14.85,55.86,4.3
ORD003161,2023-08-28,FY2023/24,35,Monday,Riverside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Existing Customer,SYSTEM,Completed,1,70.26,NONE,0.0,0.0,70.26,14.83,55.43,5.0
ORD003162,2023-08-29,FY2023/24,35,Tuesday,City Centre,Member,Membership,Flex Monthly Membership,Flex,Web Store,Email,SYSTEM,Completed,1,46.19,NONE,0.0,0.0,46.19,8.16,38.03,4.6
ORD003163,2023-08-29,FY2023/24,35,Tuesday,Northside,Corporate Employee,Membership,Flex Monthly Membership,Flex,Web Store,Corporate Partnership,SYSTEM,Completed,1,44.08,NONE,0.0,0.0,44.08,7.57,36.51,4.5
ORD003164,2023-08-29,FY2023/24,35,Tuesday,Northside,Member,Retail,Protein Shake,Not Applicable,Web Store,Organic Search,SYSTEM,Completed,1,5.41,NONE,0.0,0.0,5.41,2.87,2.54,4.4
ORD003165,2023-08-30,FY2023/24,35,Wednesday,Riverside,Casual Visitor,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Walk-in,SYSTEM,Completed,1,72.12,NONE,0.0,0.0,72.12,14.47,57.65,4.4
ORD003166,2023-08-30,FY2023/24,35,Wednesday,Northside,Returning Member,Membership,Annual Saver Membership,Annual Saver,Mobile App,Referral,SYSTEM,Completed,1,470.4,NONE,0.0,0.0,470.4,74.78,395.62,4.8
ORD003167,2023-08-31,FY2023/24,35,Thursday,Riverside,Casual Visitor,Coaching,Personal Training Session,Not Applicable,Reception,Referral,RV-CO-08,Completed,2,51.08,NONE,0.0,0.0,102.16,54.87,47.29,4.5
ORD003168,2023-08-31,FY2023/24,35,Thursday,City Centre,Member,Group Class,Strength Circuit Class,Not Applicable,Mobile App,Organic Search,CC-GR-13,Completed,1,15.58,NONE,0.0,0.0,15.58,10.13,5.45,4.2
ORD003169,2023-09-01,FY2023/24,35,Friday,Riverside,Casual Visitor,Membership,Annual Saver Membership,Annual Saver,Mobile App,Organic Search,SYSTEM,Completed,1,489.12,NONE,0.0,0.0,489.12,76.12,413.0,4.3
ORD003170,2023-09-01,FY2023/24,35,Friday,Northside,Member,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Walk-in,SYSTEM,Completed,1,69.57,NONE,0.0,0.0,69.57,14.05,55.52,5.0
ORD003171,2023-09-01,FY2023/24,35,Friday,City Centre,Member,Coaching,Personal Training Session,Not Applicable,Reception,Referral,CC-CO-07,Completed,1,53.36,NONE,0.0,0.0,53.36,29.41,23.95,4.9
ORD003172,2023-09-01,FY2023/24,35,Friday,City Centre,Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Referral,SYSTEM,Completed,1,75.02,NONE,0.0,0.0,75.02,16.15,58.87,3.9
ORD003173,2023-09-02,FY2023/24,35,Saturday,City Centre,Student,Membership,Unlimited Monthly Membership,Unlimited,Reception,Referral,SYSTEM,Completed,1,74.47,STUDENT20,14.89,0.0,59.58,15.94,43.64,
ORD003174,2023-09-02,FY2023/24,35,Saturday,City Centre,Family Add-on,Coaching,Personal Training Session,Not Applicable,Reception,Existing Customer,CC-CO-06,Completed,1,54.04,NONE,0.0,0.0,54.04,28.86,25.18,4.7
ORD003175,2023-09-03,FY2023/24,35,Sunday,Northside,Student,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Referral,SYSTEM,Completed,1,70.41,REFER10,7.04,0.0,63.37,14.61,48.76,3.6
ORD003176,2023-09-03,FY2023/24,35,Sunday,City Centre,Returning Member,Retail,Resistance Band,Not Applicable,Mobile App,Existing Customer,SYSTEM,Completed,3,12.98,NONE,0.0,0.0,38.94,18.9,20.04,5.0
ORD003177,2023-09-04,FY2023/24,36,Monday,City Centre,Student,Membership,Annual Saver Membership,Annual Saver,Phone,Organic Search,SYSTEM,Completed,1,509.08,NONE,0.0,0.0,509.08,81.78,427.3,4.5
ORD003178,2023-09-04,FY2023/24,36,Monday,Northside,Student,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Paid Social,SYSTEM,Cancelled,1,69.86,STUDENT20,13.97,50.3,5.59,5.18,0.41,2.7
ORD003179,2023-09-04,FY2023/24,36,Monday,Riverside,Corporate Employee,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Corporate Partnership,SYSTEM,Completed,1,71.05,NONE,0.0,0.0,71.05,14.23,56.82,3.5
ORD003180,2023-09-05,FY2023/24,36,Tuesday,City Centre,Casual Visitor,Membership,Flex Monthly Membership,Flex,Reception,,SYSTEM,Completed,1,46.56,NONE,0.0,0.0,46.56,8.31,38.25,4.8
ORD003181,2023-09-07,FY2023/24,36,Thursday,Northside,Casual Visitor,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Organic Search,SYSTEM,Completed,1,69.75,NONE,0.0,0.0,69.75,14.2,55.55,4.9
ORD003182,2023-09-07,FY2023/24,36,Thursday,City Centre,Returning Member,Retail,Protein Shake,Not Applicable,Web Store,Email,SYSTEM,Refunded,2,5.7,NONE,0.0,5.7,5.7,2.19,3.51,2.6
ORD003183,2023-09-07,FY2023/24,36,Thursday,Riverside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Corporate Partnership,SYSTEM,Completed,1,71.16,NONE,0.0,0.0,71.16,15.64,55.52,4.4
ORD003184,2023-09-08,FY2023/24,36,Friday,Riverside,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Mobile App,Organic Search,SYSTEM,Completed,1,32.27,STUDENT20,6.45,0.0,25.82,5.71,20.11,4.4
ORD003185,2023-09-08,FY2023/24,36,Friday,Northside,Returning Member,Group Class,Boxing Fitness Class,Not Applicable,Phone,Paid Social,NS-GR-01,Completed,1,18.24,NONE,0.0,0.0,18.24,11.15,7.09,3.9
ORD003186,2023-09-08,FY2023/24,36,Friday,City Centre,Corporate Employee,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Corporate Partnership,SYSTEM,Completed,1,73.79,NONE,0.0,0.0,73.79,15.32,58.47,3.6
ORD003186,2023-09-08,FY2023/24,36,Friday,City Centre,Corporate Employee,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Corporate Partnership,SYSTEM,Completed,1,73.79,NONE,0.0,0.0,73.79,15.32,58.47,3.6
ORD003187,2023-09-08,FY2023/24,36,Friday,Riverside,Corporate Employee,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Corporate Partnership,SYSTEM,Completed,1,70.77,NONE,0.0,0.0,70.77,14.71,56.06,4.9
ORD003188,2023-09-09,FY2023/24,36,Saturday,Riverside,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Web Store,Referral,SYSTEM,Completed,1,50.29,NONE,0.0,0.0,50.29,9.66,40.63,4.7
ORD003189,2023-09-09,FY2023/24,36,Saturday,City Centre,Casual Visitor,Group Class,Boxing Fitness Class,Not Applicable,Reception,Walk-in,CC-GR-09,Completed,2,18.99,NONE,0.0,0.0,37.98,19.4,18.58,4.3
ORD003190,2023-09-09,FY2023/24,36,Saturday,Northside,Member,Membership,Annual Saver Membership,Annual Saver,Reception,Walk-in,SYSTEM,Completed,1,474.88,REFER10,47.49,0.0,427.39,74.46,352.93,4.9
ORD003191,2023-09-09,FY2023/24,36,Saturday,Northside,Member,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Existing Customer,SYSTEM,Completed,1,69.67,NONE,0.0,0.0,69.67,15.28,54.39,4.0
ORD003192,2023-09-09,FY2023/24,36,Saturday,City Centre,Family Add-on,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Referral,SYSTEM,Completed,1,73.84,NONE,0.0,0.0,73.84,15.67,58.17,4.0
ORD003193,2023-09-09,FY2023/24,36,Saturday,Northside,Returning Member,Membership,Flex Monthly Membership,Flex,Reception,Organic Search,SYSTEM,Completed,1,43.78,NONE,0.0,0.0,43.78,7.94,35.84,4.4
ORD003194,2023-09-10,FY2023/24,36,Sunday,City Centre,Family Add-on,Coaching,Personal Training Session,Not Applicable,Reception,Walk-in,CC-CO-03,Completed,1,54.19,NONE,0.0,0.0,54.19,30.94,23.25,4.0
ORD003195,2023-09-11,FY2023/24,37,Monday,Riverside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Existing Customer,SYSTEM,Completed,1,72.22,NONE,0.0,0.0,72.22,15.11,57.11,4.6
ORD003196,2023-09-11,FY2023/24,37,Monday,City Centre,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Existing Customer,SYSTEM,Completed,1,73.56,NONE,0.0,0.0,73.56,14.82,58.74,4.4
ORD003197,2023-09-11,FY2023/24,37,Monday,City Centre,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Existing Customer,SYSTEM,Completed,1,74.48,NONE,0.0,0.0,74.48,15.06,59.42,4.5
ORD003198,2023-09-11,FY2023/24,37,Monday,City Centre,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Refunded,1,52.02,NONE,0.0,52.02,0.0,3.6,-3.6,1.9
ORD003199,2023-09-11,FY2023/24,37,Monday,City Centre,Member,Membership,Annual Saver Membership,Annual Saver,Mobile App,Organic Search,SYSTEM,Completed,1,509.52,NONE,0.0,0.0,509.52,84.32,425.2,4.1
ORD003200,2023-09-11,FY2023/24,37,Monday,Online,Casual Visitor,Digital,Virtual Coaching Subscription,Digital,Mobile App,Paid Social,SYSTEM,Completed,1,20.51,NONE,0.0,0.0,20.51,2.78,17.73,4.4
ORD003201,2023-09-11,FY2023/24,37,Monday,Riverside,Member,Membership,Annual Saver Membership,Annual Saver,Mobile App,Paid Social,SYSTEM,Completed,1,479.12,REFER10,47.91,0.0,431.21,73.57,357.64,4.4
ORD003202,2023-09-12,FY2023/24,37,Tuesday,City Centre,Member,Recovery,Compression Recovery Session,Not Applicable,Phone,Organic Search,CC-RE-05,Completed,1,30.23,NONE,0.0,0.0,30.23,17.43,12.8,4.5
ORD003203,2023-09-12,FY2023/24,37,Tuesday,Northside,Returning Member,Membership,Flex Monthly Membership,Flex,Reception,Walk-in,SYSTEM,Completed,1,44.25,NONE,0.0,0.0,44.25,8.03,36.22,3.9
ORD003204,2023-09-12,FY2023/24,37,Tuesday,City Centre,Casual Visitor,Retail,Protein Shake,Not Applicable,Reception,Existing Customer,SYSTEM,Completed,1,5.66,NONE,0.0,0.0,5.66,3.08,2.58,3.7
ORD003205,2023-09-12,FY2023/24,37,Tuesday,City Centre,Casual Visitor,Group Class,Boxing Fitness Class,Not Applicable,Web Store,Referral,CC-GR-03,Completed,1,19.24,NONE,0.0,0.0,19.24,12.13,7.11,3.2
ORD003206,2023-09-12,FY2023/24,37,Tuesday,City Centre,Member,Group Class,Boxing Fitness Class,Not Applicable,Reception,Referral,CC-GR-11,Completed,1,18.96,NONE,0.0,0.0,18.96,11.94,7.02,4.1
ORD003207,2023-09-12,FY2023/24,37,Tuesday,Riverside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Referral,SYSTEM,Completed,1,71.22,NONE,0.0,0.0,71.22,15.28,55.94,4.4
ORD003208,2023-09-12,FY2023/24,37,Tuesday,City Centre,Member,Coaching,Personal Training Session,Not Applicable,Reception,Existing Customer,CC-CO-03,Completed,1,54.4,NONE,0.0,0.0,54.4,31.54,22.86,3.8
ORD003209,2023-09-13,FY2023/24,37,Wednesday,Northside,Student,Recovery,Compression Recovery Session,Not Applicable,Phone,Referral,NS-RE-05,Completed,1,28.18,REFER10,2.82,0.0,25.36,16.45,8.91,4.0
ORD003210,2023-09-13,FY2023/24,37,Wednesday,City Centre,Corporate Employee,Membership,Annual Saver Membership,Annual Saver,Web Store,Corporate Partnership,SYSTEM,Completed,1,508.38,REFER10,50.84,0.0,457.54,80.4,377.14,3.6
ORD003211,2023-09-14,FY2023/24,37,Thursday,Northside,Casual Visitor,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Paid Social,SYSTEM,Completed,1,69.85,NONE,0.0,0.0,69.85,13.95,55.9,5.0
ORD003212,2023-09-14,FY2023/24,37,Thursday,Northside,Member,Membership,Flex Monthly Membership,Flex,Reception,Referral,SYSTEM,Completed,1,44.04,NONE,0.0,0.0,44.04,7.84,36.2,3.8
ORD003213,2023-09-14,FY2023/24,37,Thursday,City Centre,Family Add-on,Membership,Flex Monthly Membership,Flex,Mobile App,Existing Customer,SYSTEM,Completed,1,46.19,NONE,0.0,0.0,46.19,8.3,37.89,4.4
ORD003214,2023-09-15,FY2023/24,37,Friday,Riverside,Returning Member,Group Class,Pilates Class,Not Applicable,Reception,Organic Search,RV-GR-08,Completed,1,16.26,NONE,0.0,0.0,16.26,9.87,6.39,3.9
ORD003215,2023-09-15,FY2023/24,37,Friday,Riverside,Returning Member,Membership,Annual Saver Membership,Annual Saver,Reception,Existing Customer,SYSTEM,Completed,1,484.19,NONE,0.0,0.0,484.19,74.25,409.94,4.8
ORD003216,2023-09-16,FY2023/24,37,Saturday,Riverside,Returning Member,Membership,Student Off-Peak Membership,Student Off-Peak,Reception,Referral,SYSTEM,Completed,1,32.12,NONE,0.0,0.0,32.12,5.71,26.41,4.8
ORD003217,2023-09-16,FY2023/24,37,Saturday,City Centre,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Web Store,Organic Search,SYSTEM,Completed,1,33.72,REFER10,3.37,0.0,30.35,5.82,24.53,5.0
ORD003218,2023-09-16,FY2023/24,37,Saturday,Northside,Member,Coaching,Personal Training Session,Not Applicable,Web Store,Existing Customer,NS-CO-07,Refunded,1,51.01,NONE,0.0,51.01,0.0,11.7,-11.7,2.0
